PMID,Title,Authors,Citation,First Author,Journal/Book,Publication Year,Create Date,PMCID,NIHMS ID,DOI
31884472,An Exploratory Phase IIa Study of the PPAR delta/gamma Agonist T3D-959 Assessing Metabolic and Cognitive Function in Subjects with Mild to Moderate Alzheimer's Disease,"Chamberlain S, Gabriel H, Strittmatter W, Didsbury J.",J Alzheimers Dis. 2020;73(3):1085-1103. doi: 10.3233/JAD-190864.,Chamberlain S,J Alzheimers Dis,2020,30-12-2019,PMC7081093,,10.3233/JAD-190864
31883703,"A Phase I Study to Assess the Effect of Speed of Injection on Pain, Tolerability, and Pharmacokinetics After High-volume Subcutaneous Administration of Gantenerumab in Healthy Volunteers","Portron A, Jordan P, Draper K, Muenzer C, Dickerson D, van Iersel T, Hofmann C.",Clin Ther. 2020 Jan;42(1):108-120.e1. doi: 10.1016/j.clinthera.2019.11.015. Epub 2019 Dec 26.,Portron A,Clin Ther,2020,30-12-2019,,,10.1016/j.clinthera.2019.11.015
31870908,Medium Chain Triglycerides induce mild ketosis and may improve cognition in Alzheimer's disease. A systematic review and meta-analysis of human studies,"Avgerinos KI, Egan JM, Mattson MP, Kapogiannis D.",Ageing Res Rev. 2020 Mar;58:101001. doi: 10.1016/j.arr.2019.101001. Epub 2019 Dec 20.,Avgerinos KI,Ageing Res Rev,2020,25-12-2019,PMC7050425,NIHMS1547851,10.1016/j.arr.2019.101001
31868666,Comparative Cognitive Effects of Choreographed Exercise and Multimodal Physical Therapy in Older Adults with Amnestic Mild Cognitive Impairment: Randomized Clinical Trial,"Bisbe M, Fuente-Vidal A, López E, Moreno M, Naya M, de Benetti C, Milà R, Bruna O, Boada M, Alegret M.",J Alzheimers Dis. 2020;73(2):769-783. doi: 10.3233/JAD-190552.,Bisbe M,J Alzheimers Dis,2020,24-12-2019,PMC7029368,,10.3233/JAD-190552
31866419,Effectiveness of Powerful Tools for Caregivers on Caregiver Burden and on Care Recipient Behavioral and Psychological Symptoms of Dementia: A Randomized Controlled Trial,"Terracciano A, Artese A, Yeh J, Edgerton L, Granville L, Aschwanden D, Luchetti M, Glueckauf RL, Stephan Y, Sutin AR, Katz P.",J Am Med Dir Assoc. 2020 Aug;21(8):1121-1127.e1. doi: 10.1016/j.jamda.2019.11.011. Epub 2019 Dec 19.,Terracciano A,J Am Med Dir Assoc,2020,24-12-2019,PMC7302999,NIHMS1545436,10.1016/j.jamda.2019.11.011
31853557,"Safety, tolerability, pharmacokinetics, and pharmacodynamics of low dose lysergic acid diethylamide (LSD) in healthy older volunteers","Family N, Maillet EL, Williams LTJ, Krediet E, Carhart-Harris RL, Williams TM, Nichols CD, Goble DJ, Raz S.",Psychopharmacology (Berl). 2020 Mar;237(3):841-853. doi: 10.1007/s00213-019-05417-7. Epub 2019 Dec 18.,Family N,Psychopharmacology (Berl),2020,20-12-2019,PMC7036065,,10.1007/s00213-019-05417-7
31841678,Advances and considerations in AD tau-targeted immunotherapy,"Bittar A, Bhatt N, Kayed R.",Neurobiol Dis. 2020 Feb;134:104707. doi: 10.1016/j.nbd.2019.104707. Epub 2019 Dec 10.,Bittar A,Neurobiol Dis,2020,17-12-2019,PMC6980703,NIHMS1548074,10.1016/j.nbd.2019.104707
31841599,"Nilotinib Effects on Safety, Tolerability, and Potential Biomarkers in Parkinson Disease: A Phase 2 Randomized Clinical Trial","Pagan FL, Hebron ML, Wilmarth B, Torres-Yaghi Y, Lawler A, Mundel EE, Yusuf N, Starr NJ, Anjum M, Arellano J, Howard HH, Shi W, Mulki S, Kurd-Misto T, Matar S, Liu X, Ahn J, Moussa C.",JAMA Neurol. 2020 Mar 1;77(3):309-317. doi: 10.1001/jamaneurol.2019.4200.,Pagan FL,JAMA Neurol,2020,17-12-2019,PMC6990742,,10.1001/jamaneurol.2019.4200
31835954,Cannabinoids for the Neuropsychiatric Symptoms of Dementia: A Systematic Review and Meta-Analysis,"Bahji A, Meyyappan AC, Hawken ER.",Can J Psychiatry. 2020 Jun;65(6):365-376. doi: 10.1177/0706743719892717. Epub 2019 Dec 13.,Bahji A,Can J Psychiatry,2020,15-12-2019,PMC7265608,,10.1177/0706743719892717
31828969,(-)-Phenserine tartrate (PhenT) as a treatment for traumatic brain injury,"Greig NH, Lecca D, Hsueh SC, Nogueras-Ortiz C, Kapogiannis D, Tweedie D, Glotfelty EJ, Becker RE, Chiang YH, Hoffer BJ.",CNS Neurosci Ther. 2020 Jun;26(6):636-649. doi: 10.1111/cns.13274. Epub 2019 Dec 11.,Greig NH,CNS Neurosci Ther,2020,13-12-2019,PMC7248544,,10.1111/cns.13274
31825466,Effects of Mirtazapine for Methamphetamine Use Disorder Among Cisgender Men and Transgender Women Who Have Sex With Men: A Placebo-Controlled Randomized Clinical Trial,"Coffin PO, Santos GM, Hern J, Vittinghoff E, Walker JE, Matheson T, Santos D, Colfax G, Batki SL.",JAMA Psychiatry. 2020 Mar 1;77(3):246-255. doi: 10.1001/jamapsychiatry.2019.3655.,Coffin PO,JAMA Psychiatry,2020,12-12-2019,PMC6990973,,10.1001/jamapsychiatry.2019.3655
31797405,PPARα serves as a new receptor of aspirin for neuroprotection,"Patel D, Roy A, Pahan K.",J Neurosci Res. 2020 Apr;98(4):626-631. doi: 10.1002/jnr.24561. Epub 2019 Dec 3.,Patel D,J Neurosci Res,2020,05-12-2019,PMC7015783,NIHMS1542530,10.1002/jnr.24561
31792940,Risks and Benefits of Screening for Dementia in Primary Care: The Indiana University Cognitive Health Outcomes Investigation of the Comparative Effectiveness of Dementia Screening (IU CHOICE)Trial,"Fowler NR, Perkins AJ, Gao S, Sachs GA, Boustani MA.",J Am Geriatr Soc. 2020 Mar;68(3):535-543. doi: 10.1111/jgs.16247. Epub 2019 Dec 2.,Fowler NR,J Am Geriatr Soc,2020,04-12-2019,PMC7187902,NIHMS1066400,10.1111/jgs.16247
31783330,A systematic review and meta-analysis of rTMS effects on cognitive enhancement in mild cognitive impairment and Alzheimer's disease,"Chou YH, Ton That V, Sundman M.",Neurobiol Aging. 2020 Feb;86:1-10. doi: 10.1016/j.neurobiolaging.2019.08.020. Epub 2019 Aug 27.,Chou YH,Neurobiol Aging,2020,30-11-2019,PMC6995441,NIHMS1538869,10.1016/j.neurobiolaging.2019.08.020
31782132,Pathophysiology and Therapeutic Perspectives of Oxidative Stress and Neurodegenerative Diseases: A Narrative Review,"Rekatsina M, Paladini A, Piroli A, Zis P, Pergolizzi JV, Varrassi G.",Adv Ther. 2020 Jan;37(1):113-139. doi: 10.1007/s12325-019-01148-5. Epub 2019 Nov 28.,Rekatsina M,Adv Ther,2020,30-11-2019,PMC6979458,,10.1007/s12325-019-01148-5
31764959,Efficacy and Safety of Lanabecestat for Treatment of Early and Mild Alzheimer Disease: The AMARANTH and DAYBREAK-ALZ Randomized Clinical Trials,"Wessels AM, Tariot PN, Zimmer JA, Selzler KJ, Bragg SM, Andersen SW, Landry J, Krull JH, Downing AM, Willis BA, Shcherbinin S, Mullen J, Barker P, Schumi J, Shering C, Matthews BR, Stern RA, Vellas B, Cohen S, MacSweeney E, Boada M, Sims JR.",JAMA Neurol. 2020 Feb 1;77(2):199-209. doi: 10.1001/jamaneurol.2019.3988.,Wessels AM,JAMA Neurol,2020,26-11-2019,PMC6902191,,10.1001/jamaneurol.2019.3988
31753521,"Impact of the mental health and dynamic referral for oncology (MHADRO) program on oncology patient outcomes, health care utilization, and health provider behaviors: A multi-site randomized control trial","O'Hea E, Kroll-Desrosiers A, Cutillo AS, Michalak HR, Barton BA, Harralson T, Carmack C, McMahon C, Boudreaux ED.",Patient Educ Couns. 2020 Mar;103(3):607-616. doi: 10.1016/j.pec.2019.10.006. Epub 2019 Nov 5.,O'Hea E,Patient Educ Couns,2020,23-11-2019,PMC7061075,NIHMS1545324,10.1016/j.pec.2019.10.006
31753458,Association of oral health-related quality of life and Alzheimer disease: A systematic review,"Ming Y, Hsu SW, Yen YY, Lan SJ.",J Prosthet Dent. 2020 Aug;124(2):168-175. doi: 10.1016/j.prosdent.2019.08.015. Epub 2019 Nov 19.,Ming Y,J Prosthet Dent,2020,23-11-2019,,,10.1016/j.prosdent.2019.08.015
31738372,Minocycline at 2 Different Dosages vs Placebo for Patients With Mild Alzheimer Disease: A Randomized Clinical Trial,"Howard R, Zubko O, Bradley R, Harper E, Pank L, O'Brien J, Fox C, Tabet N, Livingston G, Bentham P, McShane R, Burns A, Ritchie C, Reeves S, Lovestone S, Ballard C, Noble W, Nilforooshan R, Wilcock G, Gray R; Minocycline in Alzheimer Disease Efficacy (MADE) Trialist Group.",JAMA Neurol. 2020 Feb 1;77(2):164-174. doi: 10.1001/jamaneurol.2019.3762.,Howard R,JAMA Neurol,2020,19-11-2019,PMC6865324,,10.1001/jamaneurol.2019.3762
31738191,"Local Health Jurisdiction Staff Deliver Health Promotion to Small Worksites, Washington","Harris JR, Hammerback K, Brown M, Ryan DE, Coe NB, Pike KJ, Santiago PM, Hannon PA.",J Public Health Manag Pract. 2021 Mar-Apr 01;27(2):117-124. doi: 10.1097/PHH.0000000000001105.,Harris JR,J Public Health Manag Pract,2021,19-11-2019,PMC7220816,NIHMS1540878,10.1097/PHH.0000000000001105
31710340,"Reactions to Multiple Ascending Doses of the Microtubule Stabilizer TPI-287 in Patients With Alzheimer Disease, Progressive Supranuclear Palsy, and Corticobasal Syndrome: A Randomized Clinical Trial","Tsai RM, Miller Z, Koestler M, Rojas JC, Ljubenkov PA, Rosen HJ, Rabinovici GD, Fagan AM, Cobigo Y, Brown JA, Jung JI, Hare E, Geldmacher DS, Natelson-Love M, McKinley EC, Luong PN, Chuu EL, Powers R, Mumford P, Wolf A, Wang P, Shamloo M, Miller BL, Roberson ED, Boxer AL.",JAMA Neurol. 2020 Feb 1;77(2):215-224. doi: 10.1001/jamaneurol.2019.3812.,Tsai RM,JAMA Neurol,2020,12-11-2019,PMC6865783,,10.1001/jamaneurol.2019.3812
31708380,"Efficacy and Safety of Brexpiprazole for the Treatment of Agitation in Alzheimer's Dementia: Two 12-Week, Randomized, Double-Blind, Placebo-Controlled Trials","Grossberg GT, Kohegyi E, Mergel V, Josiassen MK, Meulien D, Hobart M, Slomkowski M, Baker RA, McQuade RD, Cummings JL.",Am J Geriatr Psychiatry. 2020 Apr;28(4):383-400. doi: 10.1016/j.jagp.2019.09.009. Epub 2019 Oct 1.,Grossberg GT,Am J Geriatr Psychiatry,2020,12-11-2019,,,10.1016/j.jagp.2019.09.009
31686629,Chinese Herbal Medicine Interventions in Neurological Disorder Therapeutics by Regulating Glutamate Signaling,"Liu Y, Wang S, Kan J, Zhang J, Zhou L, Huang Y, Zhang Y.",Curr Neuropharmacol. 2020;18(4):260-276. doi: 10.2174/1570159X17666191101125530.,Liu Y,Curr Neuropharmacol,2020,06-11-2019,PMC7327939,,10.2174/1570159X17666191101125530
31686182,From the prion-like propagation hypothesis to therapeutic strategies of anti-tau immunotherapy,"Colin M, Dujardin S, Schraen-Maschke S, Meno-Tetang G, Duyckaerts C, Courade JP, Buée L.",Acta Neuropathol. 2020 Jan;139(1):3-25. doi: 10.1007/s00401-019-02087-9. Epub 2019 Nov 4.,Colin M,Acta Neuropathol,2020,06-11-2019,PMC6942016,,10.1007/s00401-019-02087-9
31660655,Pathological Influences on Clinical Heterogeneity in Lewy Body Diseases,"Coughlin DG, Hurtig HI, Irwin DJ.",Mov Disord. 2020 Jan;35(1):5-19. doi: 10.1002/mds.27867. Epub 2019 Oct 29.,Coughlin DG,Mov Disord,2020,30-10-2019,PMC7233798,NIHMS1572025,10.1002/mds.27867
31647950,Passive Immunotherapies Targeting Amyloid Beta and Tau Oligomers in Alzheimer's Disease,"Vander Zanden CM, Chi EY.",J Pharm Sci. 2020 Jan;109(1):68-73. doi: 10.1016/j.xphs.2019.10.024. Epub 2019 Oct 21.,Vander Zanden CM,J Pharm Sci,2020,25-10-2019,PMC6937375,NIHMS1543006,10.1016/j.xphs.2019.10.024
31628215,Predictive Value of (18)F-Florbetapir and (18)F-FDG PET for Conversion from Mild Cognitive Impairment to Alzheimer Dementia,"Blazhenets G, Ma Y, Sörensen A, Schiller F, Rücker G, Eidelberg D, Frings L, Meyer PT; Alzheimer Disease Neuroimaging Initiative.",J Nucl Med. 2020 Apr;61(4):597-603. doi: 10.2967/jnumed.119.230797. Epub 2019 Oct 18.,Blazhenets G,J Nucl Med,2020,20-10-2019,PMC7198373,,10.2967/jnumed.119.230797
31604111,"Revisiting the intersection of amyloid, pathologically modified tau and iron in Alzheimer's disease from a ferroptosis perspective","Derry PJ, Hegde ML, Jackson GR, Kayed R, Tour JM, Tsai AL, Kent TA.",Prog Neurobiol. 2020 Jan;184:101716. doi: 10.1016/j.pneurobio.2019.101716. Epub 2019 Oct 8.,Derry PJ,Prog Neurobiol,2020,12-10-2019,PMC7850812,NIHMS1545368,10.1016/j.pneurobio.2019.101716
31595772,Is Benzodiazepine Use Associated With the Risk of Dementia and Cognitive Impairment-Not Dementia in Older Persons? The Canadian Study of Health and Aging,"Nafti M, Sirois C, Kröger E, Carmichael PH, Laurin D.",Ann Pharmacother. 2020 Mar;54(3):219-225. doi: 10.1177/1060028019882037. Epub 2019 Oct 9.,Nafti M,Ann Pharmacother,2020,10-10-2019,,,10.1177/1060028019882037
31585881,Insights from Drosophila melanogaster model of Alzheimer's disease,"Tue NT, Dat TQ, Ly LL, Anh VD, Yoshida H.",Front Biosci (Landmark Ed). 2020 Jan 1;25(1):134-146. doi: 10.2741/4798.,Tue NT,Front Biosci (Landmark Ed),2020,06-10-2019,,,10.2741/4798
31585875,Neuroprotective effects of resveratrol in Alzheimer's disease,"Rao YL, Ganaraja B, Joy T, Pai MM, Ullal SD, Murlimanju BV.",Front Biosci (Elite Ed). 2020 Jan 1;12(1):139-149. doi: 10.2741/E863.,Rao YL,Front Biosci (Elite Ed),2020,06-10-2019,,,10.2741/E863
31578055,Evaluation of the effect of aroma oil as a bath salt on cognitive function,"Kouzuki M, Kitao S, Kaju T, Urakami K.",Psychogeriatrics. 2020 Mar;20(2):163-171. doi: 10.1111/psyg.12481. Epub 2019 Oct 2.,Kouzuki M,Psychogeriatrics,2020,03-10-2019,PMC7079117,,10.1111/psyg.12481
31567873,Retrospective analysis of phytoSERM for management of menopause-associated vasomotor symptoms and cognitive decline: a pilot study on pharmacogenomic effects of mitochondrial haplogroup and APOE genotype on therapeutic efficacy,"Wang Y, Hernandez G, Mack WJ, Schneider LS, Yin F, Brinton RD.",Menopause. 2020 Jan;27(1):57-65. doi: 10.1097/GME.0000000000001418.,Wang Y,Menopause,2020,01-10-2019,PMC7100617,NIHMS1535157,10.1097/GME.0000000000001418
31535922,"The Effect of the ""Great Village"" on Psychological Outcomes, Burden, and Mastery in African American Caregivers of Persons Living With Dementia","Brewster GS, Epps F, Dye CE, Hepburn K, Higgins MK, Parker ML.",J Appl Gerontol. 2020 Oct;39(10):1059-1068. doi: 10.1177/0733464819874574. Epub 2019 Sep 19.,Brewster GS,J Appl Gerontol,2020,20-09-2019,PMC7080571,NIHMS1049089,10.1177/0733464819874574
31535641,Selective serotonin reuptake inhibitors and Alzheimer's disease,"Mdawar B, Ghossoub E, Khoury R.",Neural Regen Res. 2020 Jan;15(1):41-46. doi: 10.4103/1673-5374.264445.,Mdawar B,Neural Regen Res,2020,20-09-2019,PMC6862425,,10.4103/1673-5374.264445
31535640,Stem cell therapy for Parkinson's disease: safety and modeling,"Stoddard-Bennett T, Pera RR.",Neural Regen Res. 2020 Jan;15(1):36-40. doi: 10.4103/1673-5374.264446.,Stoddard-Bennett T,Neural Regen Res,2020,20-09-2019,PMC6862409,,10.4103/1673-5374.264446
31526767,Dopamine replacement improves motor learning of an upper extremity task in people with Parkinson disease,"Paul SS, Dibble LE, Olivier GN, Walter C, Duff K, Schaefer SY.",Behav Brain Res. 2020 Jan 13;377:112213. doi: 10.1016/j.bbr.2019.112213. Epub 2019 Sep 14.,Paul SS,Behav Brain Res,2020,19-09-2019,PMC7398159,NIHMS1606856,10.1016/j.bbr.2019.112213
31454800,Selenium and Other Trace Elements in the Etiology of Parkinson's Disease: A Systematic Review and Meta-Analysis of Case-Control Studies,"Adani G, Filippini T, Michalke B, Vinceti M.",Neuroepidemiology. 2020;54(1):1-23. doi: 10.1159/000502357. Epub 2019 Aug 27.,Adani G,Neuroepidemiology,2020,28-08-2019,,,10.1159/000502357
31414194,"Physical exercise improves quality of life, depressive symptoms, and cognition across chronic brain disorders: a transdiagnostic systematic review and meta-analysis of randomized controlled trials","Dauwan M, Begemann MJH, Slot MIE, Lee EHM, Scheltens P, Sommer IEC.",J Neurol. 2021 Apr;268(4):1222-1246. doi: 10.1007/s00415-019-09493-9. Epub 2019 Aug 14.,Dauwan M,J Neurol,2021,16-08-2019,PMC7990819,,10.1007/s00415-019-09493-9
31402066,Diagnostic performance of brief cognitive tests in cognitive impairment screening,"Carnero-Pardo C, Rego-García I, Mené Llorente M, Alonso Ródenas M, Vílchez Carrillo R.",Neurologia (Engl Ed). 2022 Jul-Aug;37(6):441-449. doi: 10.1016/j.nrl.2019.05.007. Epub 2019 Aug 8.,Carnero-Pardo C,Neurologia (Engl Ed),2022,13-08-2019,,,10.1016/j.nrl.2019.05.007
31288544,Immediate Benefit of Art on Pain and Well-Being in Community-Dwelling Patients with Mild Alzheimer's,"Pongan E, Delphin-Combe F, Krolak-Salmon P, Leveque Y, Tillmann B, Bachelet R, Getenet JC, Auguste N, Trombert B, Dorey JM, Laurent B, Rouch I.",Am J Alzheimers Dis Other Demen. 2020 Jan-Dec;35:1533317519859202. doi: 10.1177/1533317519859202. Epub 2019 Jul 9.,Pongan E,Am J Alzheimers Dis Other Demen,2020,11-07-2019,PMC10624084,,10.1177/1533317519859202
31276770,Neural regeneration therapies for Alzheimer's and Parkinson's disease-related disorders,"Reddy AP, Ravichandran J, Carkaci-Salli N.",Biochim Biophys Acta Mol Basis Dis. 2020 Apr 1;1866(4):165506. doi: 10.1016/j.bbadis.2019.06.020. Epub 2019 Jul 2.,Reddy AP,Biochim Biophys Acta Mol Basis Dis,2020,06-07-2019,,,10.1016/j.bbadis.2019.06.020
31233819,Beneficial microbiota. Probiotics and pharmaceutical products in functional nutrition and medicine,"Novik G, Savich V.",Microbes Infect. 2020 Jan-Feb;22(1):8-18. doi: 10.1016/j.micinf.2019.06.004. Epub 2019 Jun 21.,Novik G,Microbes Infect,2020,25-06-2019,,,10.1016/j.micinf.2019.06.004
31182663,Clinical and Technical Considerations for Brain PET Imaging for Dementia,"Acuff SN, Mathotaarachchi S, Zukotynski K, Osborne D, Subramaniam R; Alzheimer’s Disease Neuroimaging Initiative.",J Nucl Med Technol. 2020 Mar;48(1):5-8. doi: 10.2967/jnmt.118.220087. Epub 2019 Jun 10.,Acuff SN,J Nucl Med Technol,2020,12-06-2019,,,10.2967/jnmt.118.220087
31112605,Personality Moderates Intervention Effects on Cognitive Function: A 6-Week Conversation-Based Intervention,"Cerino ES, Hooker K, Goodrich E, Dodge HH.",Gerontologist. 2020 Jul 15;60(5):958-967. doi: 10.1093/geront/gnz063.,Cerino ES,Gerontologist,2020,22-05-2019,PMC7362618,,10.1093/geront/gnz063
31111428,Plasma Replacement Therapy for Alzheimer's Disease,"Ding XL, Lei P.",Neurosci Bull. 2020 Jan;36(1):89-90. doi: 10.1007/s12264-019-00394-5. Epub 2019 May 20.,Ding XL,Neurosci Bull,2020,22-05-2019,PMC6940398,,10.1007/s12264-019-00394-5
31067489,Mnemonic strategy training increases neocortical activation in healthy older adults and patients with mild cognitive impairment,"Hampstead BM, Stringer AY, Stilla RF, Sathian K.",Int J Psychophysiol. 2020 Aug;154:27-36. doi: 10.1016/j.ijpsycho.2019.04.011. Epub 2019 May 5.,Hampstead BM,Int J Psychophysiol,2020,09-05-2019,PMC7218756,NIHMS1529091,10.1016/j.ijpsycho.2019.04.011
30991105,Improvements of symptoms of Alzheimer`s disease by inhibition of the angiotensin system,"Quitterer U, AbdAlla S.",Pharmacol Res. 2020 Apr;154:104230. doi: 10.1016/j.phrs.2019.04.014. Epub 2019 Apr 13.,Quitterer U,Pharmacol Res,2020,17-04-2019,,,10.1016/j.phrs.2019.04.014
30862408,"Impact of androgen deprivation therapy on mood, cognition, and risk for AD","Cherrier MM, Higano CS.",Urol Oncol. 2020 Feb;38(2):53-61. doi: 10.1016/j.urolonc.2019.01.021. Epub 2019 Mar 9.,Cherrier MM,Urol Oncol,2020,14-03-2019,,,10.1016/j.urolonc.2019.01.021
30755135,Longitudinal evaluation of surrogates of regional cerebral blood flow computed from dynamic amyloid PET imaging,"Bilgel M, Beason-Held L, An Y, Zhou Y, Wong DF, Resnick SM.",J Cereb Blood Flow Metab. 2020 Feb;40(2):288-297. doi: 10.1177/0271678X19830537. Epub 2019 Feb 12.,Bilgel M,J Cereb Blood Flow Metab,2020,14-02-2019,PMC7370613,,10.1177/0271678X19830537
30569813,Parametric methods for [(18)F]flortaucipir PET,"Golla SS, Wolters EE, Timmers T, Ossenkoppele R, van der Weijden CW, Scheltens P, Schwarte L, Mintun MA, Devous MD Sr, Schuit RC, Windhorst AD, Lammertsma AA, Yaqub M, van Berckel BN, Boellaard R.",J Cereb Blood Flow Metab. 2020 Feb;40(2):365-373. doi: 10.1177/0271678X18820765. Epub 2018 Dec 20.,Golla SS,J Cereb Blood Flow Metab,2020,21-12-2018,PMC7044757,,10.1177/0271678X18820765
30304477,Translating an Evidence-based Multicomponent Intervention for Older Adults With Dementia and Caregivers,"Teri L, Logsdon RG, McCurry SM, Pike KC, McGough EL.",Gerontologist. 2020 Apr 2;60(3):548-557. doi: 10.1093/geront/gny122.,Teri L,Gerontologist,2020,11-10-2018,PMC7117621,,10.1093/geront/gny122
29504488,"""It's Like a Cyber-Security Blanket"": The Utility of Remote Activity Monitoring in Family Dementia Care","Mitchell LL, Peterson CM, Rud SR, Jutkowitz E, Sarkinen A, Trost S, Porta CM, Finlay JM, Gaugler JE.",J Appl Gerontol. 2020 Jan;39(1):86-98. doi: 10.1177/0733464818760238. Epub 2018 Mar 4.,Mitchell LL,J Appl Gerontol,2020,06-03-2018,PMC6353693,NIHMS938846,10.1177/0733464818760238
28986068,Effectiveness of omega-3 fatty acid supplementation in patients with Alzheimer disease: A systematic review and meta-analysis,"Araya-Quintanilla F, Gutiérrez-Espinoza H, Sánchez-Montoya U, Muñoz-Yañez MJ, Baeza-Vergara A, Petersen-Yanjarí M, Fernández-Lecaros L.",Neurologia (Engl Ed). 2020 Mar;35(2):105-114. doi: 10.1016/j.nrl.2017.07.009. Epub 2017 Oct 4.,Araya-Quintanilla F,Neurologia (Engl Ed),2020,08-10-2017,,,10.1016/j.nrl.2017.07.009
